Test,Unit,SourceYear,n_obs
"2,4-D Methyl Ester",mg/l,2006,83
"2,4-D Methyl Ester",mg/l,2007,79
"2,4-D Methyl Ester",mg/l,2008,83
"2,4-D Methyl Ester",mg/l,2009,44
"2,4-D Methyl Ester",mg/l,2010,36
"2,4-D Methyl Ester",mg/l,2011,35
"2,4-D Methyl Ester",mg/l,2012,34
"2,4-D Methyl Ester",mg/l,2013,36
"2,4-D Methyl Ester",mg/l,2014,24
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2000,79
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2001,87
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2002,141
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2003,169
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2004,154
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2005,135
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2006,75
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2007,93
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2008,56
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2009,15
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2013,6
"2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",mg/l,2014,30
"2,4-Dichlorophenol",mg/l,2000,517
"2,4-Dichlorophenol",mg/l,2001,441
"2,4-Dichlorophenol",mg/l,2002,706
"2,4-Dichlorophenol",mg/l,2003,684
"2,4-Dichlorophenol",mg/l,2004,650
"2,4-Dichlorophenol",mg/l,2005,616
"2,4-Dichlorophenol",mg/l,2006,401
"2,4-Dichlorophenol",mg/l,2007,230
"2,4-Dichlorophenol",mg/l,2008,201
"2,4-Dichlorophenol",mg/l,2009,89
"2,4-Dichlorophenol",mg/l,2010,37
"2,4-Dichlorophenol",mg/l,2011,36
"2,4-Dichlorophenol",mg/l,2012,34
"2,4-Dichlorophenol",mg/l,2013,43
"2,4-Dichlorophenol",mg/l,2014,53
"2,4-Dichlorophenol",mg/l,2017,1
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2000,197
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2001,211
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2002,236
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2003,229
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2004,231
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2005,248
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2006,183
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2007,91
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2008,88
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2009,26
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2010,1
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2013,7
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2014,29
"2,4-Dimethylphenol :- {2,4-Xylenol}",mg/l,2017,1
"2,5-Dichlorophenol",mg/l,2000,225
"2,5-Dichlorophenol",mg/l,2001,270
"2,5-Dichlorophenol",mg/l,2002,305
"2,5-Dichlorophenol",mg/l,2003,287
"2,5-Dichlorophenol",mg/l,2004,312
"2,5-Dichlorophenol",mg/l,2005,304
"2,5-Dichlorophenol",mg/l,2006,286
"2,5-Dichlorophenol",mg/l,2007,188
"2,5-Dichlorophenol",mg/l,2008,137
"2,5-Dichlorophenol",mg/l,2009,42
"2,5-Dichlorophenol",mg/l,2010,1
"2,5-Dichlorophenol",mg/l,2013,7
"2,5-Dichlorophenol",mg/l,2014,29
"2,5-Dichlorophenol",mg/l,2017,1
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2000,199
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2001,222
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2002,256
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2003,277
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2004,314
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2005,325
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2006,296
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2007,211
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2008,163
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2009,38
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2010,1
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2013,7
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2014,29
"2,5-Dimethylphenol :- {2,5-Xylenol}",mg/l,2017,1
"2,6-Dichlorophenol",mg/l,2002,12
"2,6-Dichlorophenol",mg/l,2003,7
"2,6-Dichlorophenol",mg/l,2004,6
"2,6-Dichlorophenol",mg/l,2005,3
"2,6-Dichlorophenol",mg/l,2006,34
"2,6-Dichlorophenol",mg/l,2007,26
"2,6-Dichlorophenol",mg/l,2008,18
"2,6-Dichlorophenol",mg/l,2009,8
"2,6-Dichlorophenol",mg/l,2010,1
"2,6-Dichlorophenol",mg/l,2013,7
"2,6-Dichlorophenol",mg/l,2014,29
"2,6-Dichlorophenol",mg/l,2017,1
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2002,12
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2003,7
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2004,8
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2005,27
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2006,54
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2007,52
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2008,62
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2009,14
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2010,1
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2013,7
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2014,29
"2,6-Dimethylphenol :- {2,6-Xylenol}",mg/l,2017,1
"2,6-Dinitrophenol",mg/l,2003,45
"2,6-Dinitrophenol",mg/l,2004,80
"2,6-Dinitrophenol",mg/l,2005,81
"2,6-Dinitrophenol",mg/l,2006,26
2-Chloro-4-aminotoluene,mg/l,2000,18
2-Chloro-4-aminotoluene,mg/l,2001,10
2-Chloro-4-aminotoluene,mg/l,2002,19
2-Chloro-4-aminotoluene,mg/l,2003,23
2-Chloro-4-aminotoluene,mg/l,2004,24
2-Chloro-4-aminotoluene,mg/l,2005,16
2-Chloro-4-nitrotoluene,mg/l,2000,19
2-Chloro-4-nitrotoluene,mg/l,2001,12
2-Chloro-4-nitrotoluene,mg/l,2002,119
2-Chloro-4-nitrotoluene,mg/l,2003,112
2-Chloro-4-nitrotoluene,mg/l,2004,61
2-Chloro-4-nitrotoluene,mg/l,2005,52
2-Chloro-4-nitrotoluene,mg/l,2006,83
2-Chloro-4-nitrotoluene,mg/l,2007,79
2-Chloro-4-nitrotoluene,mg/l,2008,83
2-Chloro-4-nitrotoluene,mg/l,2009,44
2-Chloro-4-nitrotoluene,mg/l,2010,36
2-Chloro-4-nitrotoluene,mg/l,2011,35
2-Chloro-4-nitrotoluene,mg/l,2012,34
2-Chloro-4-nitrotoluene,mg/l,2013,36
2-Chloro-4-nitrotoluene,mg/l,2014,24
2-Chloro-5-nitrotoluene,mg/l,2002,27
2-Chloro-5-nitrotoluene,mg/l,2003,1
2-Chloro-5-nitrotoluene,mg/l,2004,1
2-Chloro-5-nitrotoluene,mg/l,2005,12
2-Chloro-5-nitrotoluene,mg/l,2006,79
2-Chloro-5-nitrotoluene,mg/l,2007,79
2-Chloro-5-nitrotoluene,mg/l,2008,83
2-Chloro-5-nitrotoluene,mg/l,2009,44
2-Chloro-5-nitrotoluene,mg/l,2010,36
2-Chloro-5-nitrotoluene,mg/l,2011,33
2-Chloro-5-nitrotoluene,mg/l,2012,34
2-Chloro-5-nitrotoluene,mg/l,2013,36
2-Chloro-5-nitrotoluene,mg/l,2014,24
2-Chloro-6-nitrotoluene,mg/l,2000,19
2-Chloro-6-nitrotoluene,mg/l,2001,11
2-Chloro-6-nitrotoluene,mg/l,2002,125
2-Chloro-6-nitrotoluene,mg/l,2003,114
2-Chloro-6-nitrotoluene,mg/l,2004,62
2-Chloro-6-nitrotoluene,mg/l,2005,52
2-Chloro-6-nitrotoluene,mg/l,2006,83
2-Chloro-6-nitrotoluene,mg/l,2007,79
2-Chloro-6-nitrotoluene,mg/l,2008,83
2-Chloro-6-nitrotoluene,mg/l,2009,44
2-Chloro-6-nitrotoluene,mg/l,2010,36
2-Chloro-6-nitrotoluene,mg/l,2011,35
2-Chloro-6-nitrotoluene,mg/l,2012,34
2-Chloro-6-nitrotoluene,mg/l,2013,36
2-Chloro-6-nitrotoluene,mg/l,2014,24
2-Chloroaniline :- {2-Chlorobenzamine},mg/l,2000,44
2-Chloroaniline :- {2-Chlorobenzamine},mg/l,2001,28
2-Chloroaniline :- {2-Chlorobenzamine},mg/l,2002,40
2-Chloroaniline :- {2-Chlorobenzamine},mg/l,2003,44
2-Chloroaniline :- {2-Chlorobenzamine},mg/l,2004,44
2-Chloroaniline :- {2-Chlorobenzamine},mg/l,2005,37
2-Chloroaniline :- {2-Chlorobenzamine},mg/l,2006,4
2-Chlorophenol,mg/l,2000,478
2-Chlorophenol,mg/l,2001,403
2-Chlorophenol,mg/l,2002,682
2-Chlorophenol,mg/l,2003,659
2-Chlorophenol,mg/l,2004,642
2-Chlorophenol,mg/l,2005,604
2-Chlorophenol,mg/l,2006,455
2-Chlorophenol,mg/l,2007,340
2-Chlorophenol,mg/l,2008,278
2-Chlorophenol,mg/l,2009,107
2-Chlorophenol,mg/l,2010,37
2-Chlorophenol,mg/l,2011,36
2-Chlorophenol,mg/l,2012,34
2-Chlorophenol,mg/l,2013,43
2-Chlorophenol,mg/l,2014,53
2-Chlorophenol,mg/l,2017,1
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,2003,9
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,2006,10
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,2007,32
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,2008,18
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,2009,18
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,2010,1
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,2012,1
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,2013,7
2-Chlorotoluene :- {1-Chloro-2-methylbenzene},mg/l,2014,30
2-Ethyl phenol,mg/l,2000,197
2-Ethyl phenol,mg/l,2001,211
2-Ethyl phenol,mg/l,2002,224
2-Ethyl phenol,mg/l,2003,54
2-Ethyl phenol,mg/l,2004,35
2-Ethyl phenol,mg/l,2005,19
2-Ethyl phenol,mg/l,2006,12
2-Ethyl phenol,mg/l,2007,13
2-Ethyl phenol,mg/l,2008,13
2-Ethyl phenol,mg/l,2009,17
2-Ethyl phenol,mg/l,2010,1
2-Ethyl phenol,mg/l,2013,7
2-Ethyl phenol,mg/l,2014,29
2-Ethyl phenol,mg/l,2017,1
2-Methylphenol :- {o-Cresol},mg/l,2000,430
2-Methylphenol :- {o-Cresol},mg/l,2001,408
2-Methylphenol :- {o-Cresol},mg/l,2002,526
2-Methylphenol :- {o-Cresol},mg/l,2003,517
2-Methylphenol :- {o-Cresol},mg/l,2004,557
2-Methylphenol :- {o-Cresol},mg/l,2005,527
2-Methylphenol :- {o-Cresol},mg/l,2006,324
2-Methylphenol :- {o-Cresol},mg/l,2007,237
2-Methylphenol :- {o-Cresol},mg/l,2008,176
2-Methylphenol :- {o-Cresol},mg/l,2009,47
2-Methylphenol :- {o-Cresol},mg/l,2010,1
2-Methylphenol :- {o-Cresol},mg/l,2013,7
2-Methylphenol :- {o-Cresol},mg/l,2014,29
2-Methylphenol :- {o-Cresol},mg/l,2017,1
2-Nitrotoluene,mg/l,2000,19
2-Nitrotoluene,mg/l,2001,12
2-Nitrotoluene,mg/l,2002,20
2-Nitrotoluene,mg/l,2003,23
2-Nitrotoluene,mg/l,2004,24
2-Nitrotoluene,mg/l,2005,16
2-Phenoxypropionic acid :- {PPA},mg/l,2000,49
2-Phenoxypropionic acid :- {PPA},mg/l,2001,48
2-Phenoxypropionic acid :- {PPA},mg/l,2002,90
2-Phenoxypropionic acid :- {PPA},mg/l,2003,107
2-Phenoxypropionic acid :- {PPA},mg/l,2004,107
2-Phenoxypropionic acid :- {PPA},mg/l,2005,89
2-Phenoxypropionic acid :- {PPA},mg/l,2006,37
2-Phenoxypropionic acid :- {PPA},mg/l,2007,74
2-Phenoxypropionic acid :- {PPA},mg/l,2008,64
2-Phenoxypropionic acid :- {PPA},mg/l,2009,18
2-Phenoxypropionic acid :- {PPA},mg/l,2013,6
2-Phenoxypropionic acid :- {PPA},mg/l,2014,30
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2002,12
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2003,7
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2004,8
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2005,25
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2006,56
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2007,52
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2008,49
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2009,8
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2010,1
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2013,7
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2014,29
"3,4-Dimethylphenol :- {3,4-Xylenol}",mg/l,2017,1
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2000,197
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2001,211
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2002,235
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2003,229
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2004,231
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2005,245
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2006,184
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2007,91
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2008,88
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2009,26
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2010,1
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2013,7
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2014,29
"3,5-Dimethylphenol :- {3,5-Xylenol}",mg/l,2017,1
3-Chloroaniline :- {3-Chlorobenzamine},mg/l,2000,43
3-Chloroaniline :- {3-Chlorobenzamine},mg/l,2001,28
3-Chloroaniline :- {3-Chlorobenzamine},mg/l,2002,42
3-Chloroaniline :- {3-Chlorobenzamine},mg/l,2003,45
3-Chloroaniline :- {3-Chlorobenzamine},mg/l,2004,44
3-Chloroaniline :- {3-Chlorobenzamine},mg/l,2005,40
3-Chloroaniline :- {3-Chlorobenzamine},mg/l,2006,4
3-Chlorophenol,mg/l,2000,207
3-Chlorophenol,mg/l,2001,139
3-Chlorophenol,mg/l,2002,242
3-Chlorophenol,mg/l,2003,233
3-Chlorophenol,mg/l,2004,257
3-Chlorophenol,mg/l,2005,229
3-Chlorophenol,mg/l,2006,85
3-Chlorophenol,mg/l,2007,78
3-Chlorophenol,mg/l,2008,55
3-Chlorophenol,mg/l,2009,14
3-Chlorophenol,mg/l,2010,1
3-Chlorophenol,mg/l,2013,7
3-Chlorophenol,mg/l,2014,29
3-Chlorophenol,mg/l,2017,1
3-Methylphenol :- {m-Cresol},mg/l,2000,404
3-Methylphenol :- {m-Cresol},mg/l,2001,360
3-Methylphenol :- {m-Cresol},mg/l,2002,481
3-Methylphenol :- {m-Cresol},mg/l,2003,472
3-Methylphenol :- {m-Cresol},mg/l,2004,505
3-Methylphenol :- {m-Cresol},mg/l,2005,475
3-Methylphenol :- {m-Cresol},mg/l,2006,288
3-Methylphenol :- {m-Cresol},mg/l,2007,226
3-Methylphenol :- {m-Cresol},mg/l,2008,169
3-Methylphenol :- {m-Cresol},mg/l,2009,47
3-Methylphenol :- {m-Cresol},mg/l,2010,1
3-Methylphenol :- {m-Cresol},mg/l,2013,7
3-Methylphenol :- {m-Cresol},mg/l,2014,29
3-Methylphenol :- {m-Cresol},mg/l,2017,1
3-Nitrotoluene,mg/l,2000,19
3-Nitrotoluene,mg/l,2001,12
3-Nitrotoluene,mg/l,2002,20
3-Nitrotoluene,mg/l,2003,23
3-Nitrotoluene,mg/l,2004,25
3-Nitrotoluene,mg/l,2005,18
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2000,197
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2001,211
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2002,224
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2003,222
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2004,223
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2005,222
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2006,139
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2007,40
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2008,27
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2009,17
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2010,1
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2013,7
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2014,29
4-Chloro-2-methylphenol :- {p-Chloro-o-cresol},mg/l,2017,1
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2002,107
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2003,91
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2004,37
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2005,34
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2006,83
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2007,79
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2008,83
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2009,44
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2010,36
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2011,34
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2012,34
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2013,36
4-Chloro-2-nitrotoluene :- {2-Nitro-4-Chlorotoluene},mg/l,2014,24
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2000,51
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2001,26
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2002,46
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2003,35
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2004,31
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2005,55
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2006,56
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2007,52
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2008,61
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2009,17
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2010,1
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2013,7
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2014,29
"4-Chloro-3,5-dimethylphenol :- {PCMX}",mg/l,2017,1
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2000,271
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2001,255
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2002,436
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2003,421
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2004,364
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2005,358
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2006,328
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2007,179
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2008,150
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2009,79
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2010,37
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2011,36
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2012,34
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2013,43
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2014,53
4-Chloro-3-methylphenol :- {p-Chloro-m-cresol},mg/l,2017,1
4-Chloro-3-nitrotoluene,mg/l,2002,100
4-Chloro-3-nitrotoluene,mg/l,2003,90
4-Chloro-3-nitrotoluene,mg/l,2004,36
4-Chloro-3-nitrotoluene,mg/l,2005,34
4-Chloro-3-nitrotoluene,mg/l,2006,83
4-Chloro-3-nitrotoluene,mg/l,2007,79
4-Chloro-3-nitrotoluene,mg/l,2008,83
4-Chloro-3-nitrotoluene,mg/l,2009,44
4-Chloro-3-nitrotoluene,mg/l,2010,36
4-Chloro-3-nitrotoluene,mg/l,2011,33
4-Chloro-3-nitrotoluene,mg/l,2012,34
4-Chloro-3-nitrotoluene,mg/l,2013,36
4-Chloro-3-nitrotoluene,mg/l,2014,24
4-Chloroaniline :- {4-Chlorobenzamine},mg/l,2000,43
4-Chloroaniline :- {4-Chlorobenzamine},mg/l,2001,26
4-Chloroaniline :- {4-Chlorobenzamine},mg/l,2002,38
4-Chloroaniline :- {4-Chlorobenzamine},mg/l,2003,39
4-Chloroaniline :- {4-Chlorobenzamine},mg/l,2004,44
4-Chloroaniline :- {4-Chlorobenzamine},mg/l,2005,39
4-Chloroaniline :- {4-Chlorobenzamine},mg/l,2006,4
4-Chlorophenol,mg/l,2000,240
4-Chlorophenol,mg/l,2001,230
4-Chlorophenol,mg/l,2002,328
4-Chlorophenol,mg/l,2003,328
4-Chlorophenol,mg/l,2004,349
4-Chlorophenol,mg/l,2005,326
4-Chlorophenol,mg/l,2006,124
4-Chlorophenol,mg/l,2007,79
4-Chlorophenol,mg/l,2008,55
4-Chlorophenol,mg/l,2009,14
4-Chlorophenol,mg/l,2010,1
4-Chlorophenol,mg/l,2013,7
4-Chlorophenol,mg/l,2014,29
4-Chlorophenol,mg/l,2017,1
4-Chlorophenoxyacetic acid,mg/l,2000,51
4-Chlorophenoxyacetic acid,mg/l,2001,48
4-Chlorophenoxyacetic acid,mg/l,2002,98
4-Chlorophenoxyacetic acid,mg/l,2003,109
4-Chlorophenoxyacetic acid,mg/l,2004,99
4-Chlorophenoxyacetic acid,mg/l,2005,93
4-Chlorophenoxyacetic acid,mg/l,2006,38
4-Chlorophenoxyacetic acid,mg/l,2007,74
4-Chlorophenoxyacetic acid,mg/l,2008,57
4-Chlorophenoxyacetic acid,mg/l,2009,15
4-Chlorophenoxyacetic acid,mg/l,2013,6
4-Chlorophenoxyacetic acid,mg/l,2014,30
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,2003,9
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,2006,10
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,2007,32
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,2008,18
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,2009,18
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,2010,1
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,2012,1
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,2013,7
4-Chlorotoluene :- {1-Chloro-4-methylbenzene},mg/l,2014,30
4-Methyl-2-nitroaniline,mg/l,2000,17
4-Methyl-2-nitroaniline,mg/l,2001,10
4-Methyl-2-nitroaniline,mg/l,2002,18
4-Methyl-2-nitroaniline,mg/l,2003,18
4-Methyl-2-nitroaniline,mg/l,2004,25
4-Methyl-2-nitroaniline,mg/l,2005,18
4-Methyl-3-nitroaniline,mg/l,2000,18
4-Methyl-3-nitroaniline,mg/l,2001,11
4-Methyl-3-nitroaniline,mg/l,2002,15
4-Methyl-3-nitroaniline,mg/l,2003,21
4-Methyl-3-nitroaniline,mg/l,2004,24
4-Methyl-3-nitroaniline,mg/l,2005,18
4-Methylphenol :- {p-Cresol},mg/l,2000,429
4-Methylphenol :- {p-Cresol},mg/l,2001,398
4-Methylphenol :- {p-Cresol},mg/l,2002,518
4-Methylphenol :- {p-Cresol},mg/l,2003,509
4-Methylphenol :- {p-Cresol},mg/l,2004,569
4-Methylphenol :- {p-Cresol},mg/l,2005,562
4-Methylphenol :- {p-Cresol},mg/l,2006,289
4-Methylphenol :- {p-Cresol},mg/l,2007,166
4-Methylphenol :- {p-Cresol},mg/l,2008,139
4-Methylphenol :- {p-Cresol},mg/l,2009,35
4-Methylphenol :- {p-Cresol},mg/l,2010,1
4-Methylphenol :- {p-Cresol},mg/l,2013,7
4-Methylphenol :- {p-Cresol},mg/l,2014,29
4-Methylphenol :- {p-Cresol},mg/l,2017,1
4-Nitrotoluene :- {4-Methylnitrobenzene},mg/l,2000,19
4-Nitrotoluene :- {4-Methylnitrobenzene},mg/l,2001,12
4-Nitrotoluene :- {4-Methylnitrobenzene},mg/l,2002,20
4-Nitrotoluene :- {4-Methylnitrobenzene},mg/l,2003,23
4-Nitrotoluene :- {4-Methylnitrobenzene},mg/l,2004,25
4-Nitrotoluene :- {4-Methylnitrobenzene},mg/l,2005,18
4-Nonylphenol Branched,mg/l,2005,24
4-Nonylphenol Branched,mg/l,2009,29
4-Nonylphenol Branched,mg/l,2010,11
4-Nonylphenol Branched,mg/l,2011,11
4-Nonylphenol Branched,mg/l,2012,12
4-Nonylphenol Branched,mg/l,2013,169
4-Nonylphenol Branched,mg/l,2014,13
4-Nonylphenol Branched,mg/l,2015,12
4-Nonylphenol Branched,mg/l,2016,12
4-Nonylphenol Branched,mg/l,2017,12
4-Nonylphenol Branched,mg/l,2018,12
4-Nonylphenol Branched,mg/l,2019,10
4-Phenoxybutyric acid :- {PBA},mg/l,2000,52
4-Phenoxybutyric acid :- {PBA},mg/l,2001,48
4-Phenoxybutyric acid :- {PBA},mg/l,2002,97
4-Phenoxybutyric acid :- {PBA},mg/l,2003,108
4-Phenoxybutyric acid :- {PBA},mg/l,2004,111
